id,height,weight,capture_rate,generation,habitat,shape,stats_hp,stats_attack,stats_defense,stats_special-attack,stats_special-defense,stats_speed,ability_1,ability_2,ability_3,name,type_1,type_2
243,19,1780,3,generation-ii,grassland,quadruped,90,85,75,115,100,115,pressure,inner-focus,,raikou,electric,
244,21,1980,3,generation-ii,grassland,quadruped,115,115,85,90,75,100,pressure,inner-focus,,entei,fire,
245,20,1870,3,generation-ii,grassland,quadruped,100,75,115,90,115,85,pressure,inner-focus,,suicune,water,
246,6,720,45,generation-ii,mountain,upright,50,64,50,45,50,41,guts,sand-veil,,larvitar,rock,ground
247,12,1520,45,generation-ii,mountain,squiggle,70,84,70,65,70,51,shed-skin,,,pupitar,rock,ground
248,20,2020,45,generation-ii,mountain,upright,100,134,110,95,100,61,sand-stream,unnerve,,tyranitar,rock,dark
249,52,2160,3,generation-ii,rare,wings,106,90,130,90,154,110,pressure,multiscale,,lugia,psychic,flying
250,38,1990,3,generation-ii,rare,wings,106,130,90,110,154,90,pressure,regenerator,,ho-oh,fire,flying
251,6,50,45,generation-ii,forest,humanoid,100,100,100,100,100,100,natural-cure,,,celebi,psychic,grass
252,5,50,45,generation-iii,forest,upright,40,45,35,65,55,70,overgrow,unburden,,treecko,grass,
253,9,216,45,generation-iii,forest,upright,50,65,45,85,65,95,overgrow,unburden,,grovyle,grass,
254,17,522,45,generation-iii,forest,upright,70,85,65,105,85,120,overgrow,unburden,,sceptile,grass,
255,4,25,45,generation-iii,grassland,legs,45,60,40,70,50,45,blaze,speed-boost,,torchic,fire,
256,9,195,45,generation-iii,grassland,upright,60,85,60,85,60,55,blaze,speed-boost,,combusken,fire,fighting
257,19,520,45,generation-iii,grassland,upright,80,120,70,110,70,80,blaze,speed-boost,,blaziken,fire,fighting
258,4,76,45,generation-iii,waters-edge,quadruped,50,70,50,50,50,40,torrent,damp,,mudkip,water,
259,7,280,45,generation-iii,waters-edge,upright,70,85,70,60,70,50,torrent,damp,,marshtomp,water,ground
260,15,819,45,generation-iii,waters-edge,upright,100,110,90,85,90,60,torrent,damp,,swampert,water,ground
261,5,136,255,generation-iii,grassland,quadruped,35,55,35,30,30,35,run-away,quick-feet,rattled,poochyena,dark,
262,10,370,127,generation-iii,grassland,quadruped,70,90,70,60,60,70,intimidate,quick-feet,moxie,mightyena,dark,
263,4,175,255,generation-iii,grassland,quadruped,38,30,41,30,41,60,pickup,gluttony,quick-feet,zigzagoon,normal,
264,5,325,90,generation-iii,grassland,quadruped,78,70,61,50,61,100,pickup,gluttony,quick-feet,linoone,normal,
265,3,36,255,generation-iii,forest,armor,45,45,35,20,30,20,shield-dust,run-away,,wurmple,bug,
266,6,100,120,generation-iii,forest,ball,50,35,55,25,25,15,shed-skin,,,silcoon,bug,
267,10,284,45,generation-iii,forest,bug-wings,60,70,50,100,50,65,swarm,rivalry,,beautifly,bug,flying
268,7,115,120,generation-iii,forest,ball,50,35,55,25,25,15,shed-skin,,,cascoon,bug,
269,12,316,45,generation-iii,forest,bug-wings,60,50,70,50,90,65,shield-dust,compound-eyes,,dustox,bug,poison
270,5,26,255,generation-iii,waters-edge,armor,40,30,30,40,50,30,swift-swim,rain-dish,own-tempo,lotad,water,grass
271,12,325,120,generation-iii,waters-edge,humanoid,60,50,50,60,70,50,swift-swim,rain-dish,own-tempo,lombre,water,grass
272,15,550,45,generation-iii,waters-edge,humanoid,80,70,70,90,100,70,swift-swim,rain-dish,own-tempo,ludicolo,water,grass
273,5,40,255,generation-iii,forest,legs,40,40,50,30,30,30,chlorophyll,early-bird,pickpocket,seedot,grass,
274,10,280,120,generation-iii,forest,humanoid,70,70,40,60,40,60,chlorophyll,early-bird,pickpocket,nuzleaf,grass,dark
275,13,596,45,generation-iii,forest,humanoid,90,100,60,90,60,80,chlorophyll,wind-rider,pickpocket,shiftry,grass,dark
276,3,23,200,generation-iii,grassland,wings,40,55,30,30,30,85,guts,scrappy,,taillow,normal,flying
277,7,198,45,generation-iii,grassland,wings,60,85,60,75,50,125,guts,scrappy,,swellow,normal,flying
278,6,95,190,generation-iii,sea,wings,40,30,30,55,30,85,keen-eye,hydration,rain-dish,wingull,water,flying
279,12,280,45,generation-iii,sea,wings,60,50,100,95,70,65,keen-eye,drizzle,rain-dish,pelipper,water,flying
280,4,66,235,generation-iii,urban,humanoid,28,25,25,45,35,40,synchronize,trace,telepathy,ralts,psychic,fairy
281,8,202,120,generation-iii,urban,humanoid,38,35,35,65,55,50,synchronize,trace,telepathy,kirlia,psychic,fairy
282,16,484,45,generation-iii,urban,humanoid,68,65,65,125,115,80,synchronize,trace,telepathy,gardevoir,psychic,fairy
283,5,17,200,generation-iii,waters-edge,armor,40,30,32,50,52,65,swift-swim,rain-dish,,surskit,bug,water
284,8,36,75,generation-iii,waters-edge,bug-wings,70,60,62,100,82,80,intimidate,unnerve,,masquerain,bug,flying
285,4,45,255,generation-iii,forest,legs,60,40,60,40,60,35,effect-spore,poison-heal,quick-feet,shroomish,grass,
286,12,392,90,generation-iii,forest,upright,60,130,80,60,60,70,effect-spore,poison-heal,technician,breloom,grass,fighting
287,8,240,255,generation-iii,forest,quadruped,60,60,60,35,35,30,truant,,,slakoth,normal,
288,14,465,120,generation-iii,forest,upright,80,80,80,55,55,90,vital-spirit,,,vigoroth,normal,
289,20,1305,45,generation-iii,forest,humanoid,150,160,100,95,65,100,truant,,,slaking,normal,
290,5,55,255,generation-iii,forest,armor,31,45,90,30,30,40,compound-eyes,run-away,,nincada,bug,ground
291,8,120,120,generation-iii,forest,bug-wings,61,90,45,50,50,160,speed-boost,infiltrator,,ninjask,bug,flying
292,8,12,45,generation-iii,forest,blob,1,90,45,30,30,40,wonder-guard,,,shedinja,bug,ghost
293,6,163,190,generation-iii,cave,upright,64,51,23,51,23,28,soundproof,rattled,,whismur,normal,
294,10,405,120,generation-iii,cave,upright,84,71,43,71,43,48,soundproof,scrappy,,loudred,normal,
295,15,840,45,generation-iii,cave,upright,104,91,63,91,73,68,soundproof,scrappy,,exploud,normal,
296,10,864,180,generation-iii,mountain,humanoid,72,60,30,20,30,25,thick-fat,guts,sheer-force,makuhita,fighting,
297,23,2538,200,generation-iii,mountain,humanoid,144,120,60,40,60,50,thick-fat,guts,sheer-force,hariyama,fighting,
298,2,20,150,generation-iii,waters-edge,legs,50,20,40,20,40,20,thick-fat,huge-power,sap-sipper,azurill,normal,fairy
299,10,970,255,generation-iii,cave,humanoid,30,45,135,45,90,30,sturdy,magnet-pull,sand-force,nosepass,rock,
300,6,110,255,generation-iii,forest,quadruped,50,45,45,35,35,50,cute-charm,normalize,wonder-skin,skitty,normal,
301,11,326,60,generation-iii,forest,quadruped,70,65,65,55,55,90,cute-charm,normalize,wonder-skin,delcatty,normal,
302,5,110,45,generation-iii,cave,humanoid,50,75,75,65,65,50,keen-eye,stall,prankster,sableye,dark,ghost
303,6,115,45,generation-iii,cave,humanoid,50,85,85,55,55,50,hyper-cutter,intimidate,sheer-force,mawile,steel,fairy
304,4,600,180,generation-iii,mountain,quadruped,50,70,100,40,40,30,sturdy,rock-head,heavy-metal,aron,steel,rock
305,9,1200,90,generation-iii,mountain,quadruped,60,90,140,50,50,40,sturdy,rock-head,heavy-metal,lairon,steel,rock
306,21,3600,45,generation-iii,mountain,upright,70,110,180,60,60,50,sturdy,rock-head,heavy-metal,aggron,steel,rock
307,6,112,180,generation-iii,mountain,humanoid,30,40,55,40,55,60,pure-power,telepathy,,meditite,fighting,psychic
308,13,315,90,generation-iii,mountain,humanoid,60,60,75,60,75,80,pure-power,telepathy,,medicham,fighting,psychic
309,6,152,120,generation-iii,grassland,quadruped,40,45,40,65,40,65,static,lightning-rod,minus,electrike,electric,
310,15,402,45,generation-iii,grassland,quadruped,70,75,60,105,60,105,static,lightning-rod,minus,manectric,electric,
311,4,42,200,generation-iii,grassland,upright,60,50,40,85,75,95,plus,lightning-rod,,plusle,electric,
312,4,42,200,generation-iii,grassland,upright,60,40,50,75,85,95,minus,volt-absorb,,minun,electric,
313,7,177,150,generation-iii,forest,upright,65,73,75,47,85,85,illuminate,swarm,prankster,volbeat,bug,
314,6,177,150,generation-iii,forest,humanoid,65,47,75,73,85,85,oblivious,tinted-lens,prankster,illumise,bug,
315,3,20,150,generation-iii,grassland,humanoid,50,60,45,100,80,65,natural-cure,poison-point,leaf-guard,roselia,grass,poison
316,4,103,225,generation-iii,grassland,arms,70,43,53,43,53,40,liquid-ooze,sticky-hold,gluttony,gulpin,poison,
317,17,800,75,generation-iii,grassland,arms,100,73,83,73,83,55,liquid-ooze,sticky-hold,gluttony,swalot,poison,
318,8,208,225,generation-iii,sea,fish,45,90,20,65,20,65,rough-skin,speed-boost,,carvanha,water,dark
319,18,888,60,generation-iii,sea,fish,70,120,40,95,40,95,rough-skin,speed-boost,,sharpedo,water,dark
320,20,1300,125,generation-iii,sea,fish,130,70,35,70,35,60,water-veil,oblivious,pressure,wailmer,water,
321,145,3980,60,generation-iii,sea,fish,170,90,45,90,45,60,water-veil,oblivious,pressure,wailord,water,
322,7,240,255,generation-iii,mountain,quadruped,60,60,40,65,45,35,oblivious,simple,own-tempo,numel,fire,ground
323,19,2200,150,generation-iii,mountain,quadruped,70,100,70,105,75,40,magma-armor,solid-rock,anger-point,camerupt,fire,ground
324,5,804,90,generation-iii,mountain,quadruped,70,85,140,85,70,20,white-smoke,drought,shell-armor,torkoal,fire,
325,7,306,255,generation-iii,mountain,arms,60,25,35,70,80,60,thick-fat,own-tempo,gluttony,spoink,psychic,
326,9,715,60,generation-iii,mountain,upright,80,45,65,90,110,80,thick-fat,own-tempo,gluttony,grumpig,psychic,
327,11,50,255,generation-iii,mountain,upright,60,60,60,60,60,60,own-tempo,tangled-feet,contrary,spinda,normal,
328,7,150,255,generation-iii,rough-terrain,armor,45,100,45,45,45,10,hyper-cutter,arena-trap,sheer-force,trapinch,ground,
329,11,153,120,generation-iii,rough-terrain,bug-wings,50,70,50,50,50,70,levitate,,,vibrava,ground,dragon
330,20,820,45,generation-iii,rough-terrain,wings,80,100,80,80,80,100,levitate,,,flygon,ground,dragon
331,4,513,190,generation-iii,rough-terrain,humanoid,50,85,40,85,40,35,sand-veil,water-absorb,,cacnea,grass,
332,13,774,60,generation-iii,rough-terrain,humanoid,70,115,60,115,60,55,sand-veil,water-absorb,,cacturne,grass,dark
333,4,12,255,generation-iii,forest,wings,45,40,60,40,75,50,natural-cure,cloud-nine,,swablu,normal,flying
334,11,206,45,generation-iii,forest,wings,75,70,90,70,105,80,natural-cure,cloud-nine,,altaria,dragon,flying
335,13,403,90,generation-iii,grassland,upright,73,115,60,60,60,90,immunity,toxic-boost,,zangoose,normal,
336,27,525,90,generation-iii,grassland,squiggle,73,100,60,100,60,65,shed-skin,infiltrator,,seviper,poison,
337,10,1680,45,generation-iii,cave,ball,90,55,65,95,85,70,levitate,,,lunatone,rock,psychic
338,12,1540,45,generation-iii,cave,ball,90,95,85,55,65,70,levitate,,,solrock,rock,psychic
339,4,19,190,generation-iii,waters-edge,fish,50,48,43,46,41,60,oblivious,anticipation,hydration,barboach,water,ground
340,9,236,75,generation-iii,waters-edge,fish,110,78,73,76,71,60,oblivious,anticipation,hydration,whiscash,water,ground
341,6,115,205,generation-iii,waters-edge,armor,43,80,65,50,35,35,hyper-cutter,shell-armor,adaptability,corphish,water,
342,11,328,155,generation-iii,waters-edge,armor,63,120,85,90,55,55,hyper-cutter,shell-armor,adaptability,crawdaunt,water,dark
343,5,215,255,generation-iii,rough-terrain,arms,40,40,55,40,70,55,levitate,,,baltoy,ground,psychic
344,15,1080,90,generation-iii,rough-terrain,arms,60,70,105,70,120,75,levitate,,,claydol,ground,psychic
345,10,238,45,generation-iii,sea,blob,66,41,77,61,87,23,suction-cups,storm-drain,,lileep,rock,grass
346,15,604,45,generation-iii,sea,blob,86,81,97,81,107,43,suction-cups,storm-drain,,cradily,rock,grass
347,7,125,45,generation-iii,waters-edge,armor,45,95,50,40,50,75,battle-armor,swift-swim,,anorith,rock,bug
348,15,682,45,generation-iii,waters-edge,upright,75,125,100,70,80,45,battle-armor,swift-swim,,armaldo,rock,bug
349,6,74,255,generation-iii,waters-edge,fish,20,15,20,10,55,80,swift-swim,oblivious,adaptability,feebas,water,
350,62,1620,60,generation-iii,waters-edge,squiggle,95,60,79,100,125,81,marvel-scale,competitive,cute-charm,milotic,water,
351,3,8,45,generation-iii,grassland,ball,70,70,70,70,70,70,forecast,,,castform,normal,
352,10,220,200,generation-iii,forest,upright,60,90,70,60,120,40,color-change,protean,,kecleon,normal,
353,6,23,225,generation-iii,urban,ball,44,75,35,63,33,45,insomnia,frisk,cursed-body,shuppet,ghost,
354,11,125,45,generation-iii,urban,upright,64,115,65,83,63,65,insomnia,frisk,cursed-body,banette,ghost,
355,8,150,190,generation-iii,forest,arms,20,40,90,30,90,25,levitate,frisk,,duskull,ghost,
356,16,306,90,generation-iii,forest,humanoid,40,70,130,60,130,25,pressure,frisk,,dusclops,ghost,
357,20,1000,200,generation-iii,forest,quadruped,99,68,83,72,87,51,chlorophyll,solar-power,harvest,tropius,grass,flying
358,6,10,45,generation-iii,grassland,arms,75,50,80,95,90,65,levitate,,,chimecho,psychic,
359,12,470,30,generation-iii,mountain,quadruped,65,130,60,75,60,75,pressure,super-luck,justified,absol,dark,
360,6,140,125,generation-iii,cave,upright,95,23,48,23,48,23,shadow-tag,telepathy,,wynaut,psychic,
361,7,168,190,generation-iii,cave,humanoid,50,50,50,50,50,50,inner-focus,ice-body,moody,snorunt,ice,
362,15,2565,75,generation-iii,cave,ball,80,80,80,80,80,80,inner-focus,ice-body,moody,glalie,ice,
363,8,395,255,generation-iii,sea,fish,70,40,50,55,50,25,thick-fat,ice-body,oblivious,spheal,ice,water
364,11,876,120,generation-iii,sea,fish,90,60,70,75,70,45,thick-fat,ice-body,oblivious,sealeo,ice,water
365,14,1506,45,generation-iii,sea,quadruped,110,80,90,95,90,65,thick-fat,ice-body,oblivious,walrein,ice,water
366,4,525,255,generation-iii,sea,ball,35,64,85,74,55,32,shell-armor,rattled,,clamperl,water,
367,17,270,60,generation-iii,sea,squiggle,55,104,105,94,75,52,swift-swim,water-veil,,huntail,water,
368,18,226,60,generation-iii,sea,squiggle,55,84,105,114,75,52,swift-swim,hydration,,gorebyss,water,
369,10,234,25,generation-iii,sea,fish,100,90,130,45,65,55,swift-swim,rock-head,sturdy,relicanth,water,rock
370,6,87,225,generation-iii,sea,fish,43,30,55,40,65,97,swift-swim,hydration,,luvdisc,water,
371,6,421,45,generation-iii,rough-terrain,humanoid,45,75,60,40,30,50,rock-head,sheer-force,,bagon,dragon,
372,11,1105,45,generation-iii,rough-terrain,quadruped,65,95,100,60,50,50,rock-head,overcoat,,shelgon,dragon,
373,15,1026,45,generation-iii,rough-terrain,quadruped,95,135,80,110,80,100,intimidate,moxie,,salamence,dragon,flying
374,6,952,3,generation-iii,rough-terrain,blob,40,55,80,35,60,30,clear-body,light-metal,,beldum,steel,psychic
375,12,2025,3,generation-iii,rough-terrain,arms,60,75,100,55,80,50,clear-body,light-metal,,metang,steel,psychic
376,16,5500,3,generation-iii,rough-terrain,heads,80,135,130,95,90,70,clear-body,light-metal,,metagross,steel,psychic
377,17,2300,3,generation-iii,cave,humanoid,80,100,200,50,100,50,clear-body,sturdy,,regirock,rock,
378,18,1750,3,generation-iii,cave,humanoid,80,50,100,100,200,50,clear-body,ice-body,,regice,ice,
379,19,2050,3,generation-iii,cave,humanoid,80,75,150,75,150,50,clear-body,light-metal,,registeel,steel,
380,14,400,3,generation-iii,waters-edge,wings,80,80,90,110,130,110,levitate,,,latias,dragon,psychic
381,20,600,3,generation-iii,waters-edge,wings,80,90,80,130,110,110,levitate,,,latios,dragon,psychic
382,45,3520,3,generation-iii,sea,fish,100,100,90,150,140,90,drizzle,,,kyogre,water,
383,35,9500,3,generation-iii,rough-terrain,upright,100,150,140,100,90,90,drought,,,groudon,ground,
384,70,2065,45,generation-iii,rare,squiggle,105,150,90,150,90,95,air-lock,,,rayquaza,dragon,flying
385,3,11,3,generation-iii,mountain,humanoid,100,100,100,100,100,100,serene-grace,,,jirachi,steel,psychic
386,17,608,3,generation-iii,rare,humanoid,50,150,50,150,50,150,pressure,,,deoxys-normal,psychic,
387,4,102,45,generation-iv,,quadruped,55,68,64,45,55,31,overgrow,shell-armor,,turtwig,grass,
388,11,970,45,generation-iv,,quadruped,75,89,85,55,65,36,overgrow,shell-armor,,grotle,grass,
389,22,3100,45,generation-iv,,quadruped,95,109,105,75,85,56,overgrow,shell-armor,,torterra,grass,ground
390,5,62,45,generation-iv,,upright,44,58,44,58,44,61,blaze,iron-fist,,chimchar,fire,
391,9,220,45,generation-iv,,upright,64,78,52,78,52,81,blaze,iron-fist,,monferno,fire,fighting
392,12,550,45,generation-iv,,upright,76,104,71,104,71,108,blaze,iron-fist,,infernape,fire,fighting
393,4,52,45,generation-iv,,humanoid,53,51,53,61,56,40,torrent,competitive,,piplup,water,
394,8,230,45,generation-iv,,upright,64,66,68,81,76,50,torrent,competitive,,prinplup,water,
395,17,845,45,generation-iv,,upright,84,86,88,111,101,60,torrent,competitive,,empoleon,water,steel
396,3,20,255,generation-iv,,wings,40,55,30,30,30,60,keen-eye,reckless,,starly,normal,flying
397,6,155,120,generation-iv,,wings,55,75,50,40,40,80,intimidate,reckless,,staravia,normal,flying
398,12,249,45,generation-iv,,wings,85,120,70,50,60,100,intimidate,reckless,,staraptor,normal,flying
399,5,200,255,generation-iv,,quadruped,59,45,40,35,40,31,simple,unaware,moody,bidoof,normal,
400,10,315,127,generation-iv,,upright,79,85,60,55,60,71,simple,unaware,moody,bibarel,normal,water
401,3,22,255,generation-iv,,humanoid,37,25,41,25,41,25,shed-skin,run-away,,kricketot,bug,
402,10,255,45,generation-iv,,bug-wings,77,85,51,55,51,65,swarm,technician,,kricketune,bug,
403,5,95,235,generation-iv,,quadruped,45,65,34,40,34,45,rivalry,intimidate,guts,shinx,electric,
404,9,305,120,generation-iv,,quadruped,60,85,49,60,49,60,rivalry,intimidate,guts,luxio,electric,
405,14,420,45,generation-iv,,quadruped,80,120,79,95,79,70,rivalry,intimidate,guts,luxray,electric,
406,2,12,255,generation-iv,,humanoid,40,30,35,50,70,55,natural-cure,poison-point,leaf-guard,budew,grass,poison
407,9,145,75,generation-iv,,humanoid,60,70,65,125,105,90,natural-cure,poison-point,technician,roserade,grass,poison
408,9,315,45,generation-iv,,upright,67,125,40,30,30,58,mold-breaker,sheer-force,,cranidos,rock,
409,16,1025,45,generation-iv,,upright,97,165,60,65,50,58,mold-breaker,sheer-force,,rampardos,rock,
410,5,570,45,generation-iv,,quadruped,30,42,118,42,88,30,sturdy,soundproof,,shieldon,rock,steel
411,13,1495,45,generation-iv,,quadruped,60,52,168,47,138,30,sturdy,soundproof,,bastiodon,rock,steel
412,2,34,120,generation-iv,,blob,40,29,45,29,45,36,shed-skin,overcoat,,burmy,bug,
413,5,65,45,generation-iv,,blob,60,59,85,79,105,36,anticipation,overcoat,,wormadam-plant,bug,grass
414,9,233,45,generation-iv,,bug-wings,70,94,50,94,50,66,swarm,tinted-lens,,mothim,bug,flying
415,3,55,120,generation-iv,,heads,30,30,42,30,42,70,honey-gather,hustle,,combee,bug,flying
416,12,385,45,generation-iv,,bug-wings,70,80,102,80,102,40,pressure,unnerve,,vespiquen,bug,flying
417,4,39,200,generation-iv,,quadruped,60,45,70,45,90,95,run-away,pickup,volt-absorb,pachirisu,electric,
418,7,295,190,generation-iv,,quadruped,55,65,35,60,30,85,swift-swim,water-veil,,buizel,water,
419,11,335,75,generation-iv,,quadruped,85,105,55,85,50,115,swift-swim,water-veil,,floatzel,water,
420,4,33,190,generation-iv,,heads,45,35,45,62,53,35,chlorophyll,,,cherubi,grass,
421,5,93,75,generation-iv,,legs,70,60,70,87,78,85,flower-gift,,,cherrim,grass,
422,3,63,190,generation-iv,,squiggle,76,48,48,57,62,34,sticky-hold,storm-drain,sand-force,shellos,water,
423,9,299,75,generation-iv,,squiggle,111,83,68,92,82,39,sticky-hold,storm-drain,sand-force,gastrodon,water,ground
424,12,203,45,generation-iv,,upright,75,100,66,60,66,115,technician,pickup,skill-link,ambipom,normal,
425,4,12,125,generation-iv,,arms,90,50,34,60,44,70,aftermath,unburden,flare-boost,drifloon,ghost,flying
426,12,150,60,generation-iv,,arms,150,80,44,90,54,80,aftermath,unburden,flare-boost,drifblim,ghost,flying
